Parameter,Value
Generation,1
Best Fitness,0.338466645746639
Genome,"[1, 1, 1]"

Frequency,T,R,L
0.055,0.7291942185019433,0.08233115437002075,0.18847462712803592
0.05550505050505051,0.7229155424813574,0.08829864347604333,0.1887858140425993
0.05601010101010101,0.7162723687065079,0.09481415160110161,0.18891347969239047
0.05651515151515152,0.7092476257636616,0.10188908834268089,0.18886328589365747
0.05702020202020202,0.7018069886097938,0.10952924586233155,0.18866376552787462
0.05752525252525253,0.693899774075485,0.11773862512698059,0.18836160079753445
0.05803030303030303,0.6854623172655149,0.12652125682212126,0.18801642591236387
0.05853535353535354,0.6764227947959908,0.13588118982137326,0.18769601538263597
0.05904040404040404,0.666706715832433,0.14582100259361483,0.18747228157395215
0.05954545454545455,0.6562425717124802,0.15633926786400762,0.18741816042351214
0.06005050505050505,0.6449673567799785,0.1674274100565185,0.18760523316350297
0.06055555555555556,0.6328318137320017,0.1790663732264532,0.1881018130415451
0.061060606060606065,0.6198053093493732,0.19122348787123042,0.1889712027793964
0.06156565656565657,0.6058802241865845,0.20384989830012562,0.1902698775132899
0.062070707070707075,0.5910756691979097,0.21687888554107468,0.19204544526101566
0.06257575757575758,0.575440257117341,0.23022538225893902,0.19433436062371995
0.06308080808080808,0.5590535924072041,0.24378691035907846,0.19715949723371745
0.06358585858585859,0.5420261331839394,0.2574460662456421,0.20052780057041847
0.06409090909090909,0.5244971447588148,0.2710745298041925,0.20442832543699269
0.0645959595959596,0.5066306144121209,0.28453839174277284,0.20883099384510628
0.0651010101010101,0.48860921694803117,0.29770440548848237,0.21368637756348646
0.06560606060606061,0.4706266751513793,0.3104466106213681,0.21892671422725268
0.06611111111111112,0.45287909769273055,0.3226526825880072,0.22446821971926217
0.06661616161616161,0.4355560454658523,0.33422936576674184,0.23021458876740591
0.06712121212121212,0.418832134435567,0.3451064512199524,0.23606141434448058
0.06762626262626263,0.4028599129725134,0.3552389496463206,0.24190113738116598
0.06813131313131314,0.38776456923911023,0.3646073466794809,0.2476280840814088
0.06863636363636363,0.37364077022995135,0.37321606464849116,0.2531431651215575
0.06914141414141414,0.3605516622954432,0.38109044887366067,0.2583578888308961
0.06964646464646465,0.3485298244170164,0.3882727189274689,0.2631974566555147
0.07015151515151516,0.33757979586656,0.3948173672001745,0.2676028369332654
0.07065656565656567,0.32768171373666527,0.40078645781886924,0.27153182844446555
0.07116161616161616,0.3187955879686225,0.4062451994820613,0.2749592125493162
0.07166666666666667,0.3108657932665951,0.411258061021681,0.277876145711724
0.07217171717171718,0.3038254444603566,0.41588559078475035,0.2802889647548931
0.07267676767676767,0.29760042147074417,0.4201820060750332,0.28221757245422263
0.07318181818181818,0.29211290441702653,0.4241935452964948,0.2836935502864787
0.07368686868686869,0.2872843577813327,0.4279575250816173,0.28475811713705007
0.0741919191919192,0.28303796038451945,0.43150201518333803,0.2854600244321425
0.0746969696969697,0.279300515385813,0.4348460306391929,0.28585345397499407
0.07520202020202021,0.27600389459999947,0.43800013853914493,0.28599596686085565
0.07570707070707071,0.2730860784029312,0.44096738109377404,0.28594654050329477
0.07621212121212122,0.27049185077967774,0.44374442419108273,0.2857637250292395
0.07671717171717173,0.2681732025364633,0.44632284908296294,0.2855039483805737
0.07722222222222222,0.26608948737726323,0.4486905131931903,0.28521999942954646
0.07772727272727273,0.26420736754792756,0.45083291403912845,0.28495971841294404
0.07823232323232324,0.2625005793330401,0.4527344981532978,0.28476492251366203
0.07873737373737374,0.26094954439561535,0.45437986511466655,0.2846705904897181
0.07924242424242425,0.25954085076877786,0.45575482574136833,0.2847043234898538
